3.000000e+002	0.000000e+000
3.005000e+002	0.000000e+000
3.010000e+002	0.000000e+000
3.015000e+002	2.061953e+003
3.020000e+002	1.077755e+005
3.025000e+002	1.457270e+005
3.030000e+002	1.321956e+005
3.035000e+002	1.166146e+005
3.040000e+002	1.031104e+005
3.045000e+002	9.138675e+004
3.050000e+002	8.263280e+004
3.055000e+002	7.363187e+004
3.060000e+002	6.766010e+004
3.065000e+002	6.048222e+004
3.070000e+002	5.653712e+004
3.075000e+002	5.160413e+004
3.080000e+002	4.916491e+004
3.085000e+002	4.761942e+004
3.090000e+002	4.595845e+004
3.095000e+002	4.536710e+004
3.100000e+002	4.464643e+004
3.105000e+002	4.480435e+004
3.110000e+002	4.407516e+004
3.115000e+002	4.418473e+004
3.120000e+002	4.460453e+004
3.125000e+002	4.433701e+004
3.130000e+002	4.484435e+004
3.135000e+002	4.614541e+004
3.140000e+002	4.710638e+004
3.145000e+002	4.990195e+004
3.150000e+002	5.230440e+004
3.155000e+002	5.771185e+004
3.160000e+002	6.068254e+004
3.165000e+002	6.679968e+004
3.170000e+002	7.100245e+004
3.175000e+002	7.806013e+004
3.180000e+002	8.137512e+004
3.185000e+002	8.733321e+004
3.190000e+002	9.167623e+004
3.195000e+002	9.825481e+004
3.200000e+002	1.008871e+005
3.205000e+002	1.064308e+005
3.210000e+002	1.096935e+005
3.215000e+002	1.161404e+005
3.220000e+002	1.186702e+005
3.225000e+002	1.233606e+005
3.230000e+002	1.253794e+005
3.235000e+002	1.325966e+005
3.240000e+002	1.361113e+005
3.245000e+002	1.422050e+005
3.250000e+002	1.476477e+005
3.255000e+002	1.582913e+005
3.260000e+002	1.634332e+005
3.265000e+002	1.749745e+005
3.270000e+002	1.872614e+005
3.275000e+002	2.057299e+005
3.280000e+002	2.179403e+005
3.285000e+002	2.475815e+005
3.290000e+002	2.708947e+005
3.295000e+002	3.225865e+005
3.300000e+002	3.563689e+005
3.305000e+002	4.312307e+005
3.310000e+002	4.879878e+005
3.315000e+002	6.019806e+005
3.320000e+002	6.664464e+005
3.325000e+002	7.860501e+005
3.330000e+002	8.674486e+005
3.335000e+002	1.009618e+006
3.340000e+002	1.078863e+006
3.345000e+002	1.179615e+006
3.350000e+002	1.229525e+006
3.355000e+002	1.288499e+006
3.360000e+002	1.302002e+006
3.365000e+002	1.303614e+006
3.370000e+002	1.284814e+006
3.375000e+002	1.240506e+006
3.380000e+002	1.210024e+006
3.385000e+002	1.147215e+006
3.390000e+002	1.102321e+006
3.395000e+002	1.037133e+006
3.400000e+002	1.007136e+006
3.405000e+002	9.633753e+005
3.410000e+002	9.388001e+005
3.415000e+002	9.164310e+005
3.420000e+002	9.106246e+005
3.425000e+002	9.174383e+005
3.430000e+002	9.298338e+005
3.435000e+002	9.661388e+005
3.440000e+002	9.938229e+005
3.445000e+002	1.045375e+006
3.450000e+002	1.092356e+006
3.455000e+002	1.166109e+006
3.460000e+002	1.205223e+006
3.465000e+002	1.278974e+006
3.470000e+002	1.325693e+006
3.475000e+002	1.405175e+006
3.480000e+002	1.449572e+006
3.485000e+002	1.509520e+006
3.490000e+002	1.553189e+006
3.495000e+002	1.625668e+006
3.500000e+002	1.661566e+006
3.505000e+002	1.729892e+006
3.510000e+002	1.771690e+006
3.515000e+002	1.843347e+006
3.520000e+002	1.874832e+006
3.525000e+002	1.928603e+006
3.530000e+002	1.958015e+006
3.535000e+002	1.990927e+006
3.540000e+002	2.004156e+006
3.545000e+002	2.007761e+006
