252.41974	0.79378
258.05795	1.31131
265.57556	2.56084
273.07751	4.88274
278.70007	7.87547
287.89349	13.31969
296.99295	19.51395
307.83084	27.24679
325.66953	33.72449
341.64447	36.16603
362.91309	37.84303
384.16602	38.6613
403.61786	37.65912
423.02271	34.14134
440.67346	31.70863
458.29288	28.07278
475.91229	24.85383
491.77762	22.54175
505.82614	19.03228
518.05792	14.959
525.01172	12.34182
537.29053	10.42255
553.01489	7.62112
565.27802	6.28375
579.24823	4.70706
593.17151	3.28169
608.83319	2.18054
619.16992	1.41551
627.76819	0.96414
636.33514	0.62601
644.91779	0.41631
649.96082	0.27697
656.83636	0.20274
661.91071	0.1415
665.23102	0.10117
672.04382	0.06729
680.56384	0.04067
683.86847	0.02839
687.14172	0.01889
692.29443	0.01486
