19
 144.234            0
 134.113          111.826
 110.073          207.132
  69.5867         299.897
  55.6694         316.417
  32.8955         321.5
  25.3043         321.5
  22.7738         355.81
 -22.7738         355.81
 -24.039          321.5
-523.798          321.5
-805.94           321.5
-876.792          321.5
-897.036          315.146
-912.218          302.439
-927.401          270.67
-966.622          160.115
-983.07            71.1621
-986.866            0


14
 139.173            0
 129.052          116.909
 102.482          213.486
  65.7911         298.626
  53.1389         312.605
  31.6303         317.688
   0              317.688
-874.262          317.688
-895.771          311.334
-910.953          296.085
-922.34           271.941
-962.827          160.115
-978.009           77.5158
-983.07             0


18
 131.582            0
 125.256           76.2451
 102.482          171.551
  74.6475         233.818
  60.7302         249.067
  41.752          255.421
  25.3043         255.421
  22.7738         292.273
 -22.7738         292.273
 -25.3043         255.421
-727.497          255.421
-738.884          252.879
-749.006          249.067
-761.658          236.36
-765.454          231.277
-795.819          157.573
-816.062           66.079
-821.123            0


7
 129.052            0
 122.726           78.7866
  98.6866         175.364
  72.1171         233.818
  59.465          247.796
  40.4868         252.879
 -20              252.879

9
 -20              252.879
-727.497          252.879
-738.884          251.609
-749.006          247.796
-757.862          238.901
-764.188          231.277
-793.288          160.115
-814.797           68.6206
-819.858            0
