0	6.04757		1.74533
1	1.1781		2.0944
2	4.47851		0.698132
3	4.16261		1.39626
4	3.22013		2.44346
5	3.90081		1.0472
6	3.48193		1.0472
7	4.31969		1.0472
8	3.22013		1.39626
9	0.813323	0.698132
10	3.53429		1.74533
11	3.22013		1.74533
12	3.95492		0.698132
13	0.968658	1.0472
14	0.392699	1.39626
15	0.785398	0.349066
16	6.28319		0.349066
17	1.02102		1.39626
18	0.0785398	1.39626
19	0.549779	1.0472
20	1.9635		1.74533
21	5.49779		0.349066
22	6.04757		1.39626
23	5.10509		1.39626
24	3.84845		1.39626
25	5.00211		0.698132
26	4.47677		1.39626
27	4.79093		1.39626
28	2.27765		1.74533
29	4.73857		1.0472
30	2.43473		2.0944
31	5.15745		1.0472
32	0.289725	0.698132
33	5.78577		2.0944
34	5.41925		1.74533
36	2.17293		2.44346
37	0.706858	1.39626
38	0.340339	2.0944
39	2.90597		1.39626
40	5.73341		1.74533
41	5.52571		0.698132
42	3.27249		2.0944
43	4.71239		0.349066
44	6.04931		0.698132
45	5.99521		1.0472
46	5.41925		1.39626
47	1.64934		2.44346
48	2.38412		0.698132
49	3.92699		0.349066
50	0.1309		1.0472
51	5.73341		1.39626
52	1.9635		1.3962
53	2.64417		1.04726
54	3.53429		1.39626
55	5.57633 	1.0472
64	1.38754		1.0472
65	2.35619		0.349066
66	1.86052		0.698132
67	1.64934		1.39626
68	1.5708		0.349066
69	0.785398	2.79253
70	1.80642		1.0472
71	1.33518		1.39626
72	5.36689		2.0944
73	1.33518		1.74533
74	5.83813		2.44346
75	0.706858	1.74533
76	0.0785398	1.74533
77	6.20465		2.0944
78	0.602139	2.44346
80	2.69653		2.44346
81	2.01586		2.0944
82	1.64934		1.74533
83	1.59698		2.0944
84	0.759218	2.0944
85	0.0785398	2.44346
86	1.12574		2.44346
87	1.02102		1.74533
88	4.71239		2.79253
89	2.59181		1.74533
90	0.392699	1.74533
91	2.35619		2.79253
92	2.85361		2.0944
93	2.90597		1.74533
94	6.28319		2.79253
95	3.14159		2.79253
96	1.5708		2.79253
97	3.84845		1.74533
98	3.74373		2.44346
99	3.69137		2.0944
100 	5.31453		2.44346
101	4.52913		2.0944
102	3.92699		2.79253
103	4.11025		2.0944
104	5.49779		2.79253
105	4.79093		2.44346
106	4.47677		1.74533
107	4.94801		2.0944
108	5.10509		1.74533
109	4.16261		1.74533
110	4.79093		1.74533
111	4.26733		2.44346
112	2.27765		1.39626
113	3.43132		0.698132
114	2.90772		0.698132
115	2.59181		1.39626
116	2.22529		1.0472
117	3.14159		0.349066
118	1.33692		0.698132
119	3.06305		1.0472
