134
-408. 0
-407.771 7.7491
-405.44 67.7431
-404.645 76.5877
-400.654 153.608
-400.27 167.328
-399.303 178.131
-396.969 200.713
-394.84 219.023
-393.386 233.276
-390.904 247.739
-389.144 261.557
-388.113 276.576
-384.7 292.114
-383.329 306.123
-382.412 319.439
-377.861 336.933
-374.252 358.037
-370.237 376.374
-366.729 396.822
-362.668 416.321
-358.697 433.83
-354.164 449.779
-350.827 465.783
-346.787 482.363
-342.92 497.787
-338.934 512.675
-335.704 525.917
-331.151 538.784
-327.86 550.724
-323.746 564.87
-320.186 576.81
-316.342 588.625
-312.468 602.302
-309.36 615.192
-302.762 630.28
-297.436 646.057
-292.993 659.69
-287.869 672.62
-282.277 689.608
-276.479 705.359
-270.785 719.581
-265.092 733.148
-259.4 747.155
-253.707 760.481
-248.015 773.502
-243.459 785.443
-237.766 798.43
-231.506 812.022
-225.142 825.013
-218.52 838.6
-212.154 852.525
-205.791 865.616
-199.169 878.498
-192.324 892.189
-185.926 904.558
-180.223 916.362
-170.621 928.914
-160.389 940.674
-149.023 951.461
-136.525 960.79
-124.027 968.719
-111.534 974.671
-99.0413 979.77
-86.5491 983.87
-74.0599 986.429
-61.5701 988.627
-49.0832 989.36
-36.5966 989.84
-27.786 989.799
-15.311 989.813
0.863921 989.962
9.64 990
1900 990.271
1900.58 976.993
1901.71 958.363
1919.34 955.908
1931.83 954.12
1944.32 950.953
1956.81 946.817
1969.31 940.528
1988.61 931.051
2001.11 921.635
2013.61 910.062
2024.23 897.55
2031.62 886.221
2039.51 873.409
2045.73 859.67
2053.81 846.204
2059.74 833.315
2066.05 820.94
2072.21 808.094
2077.9 795.73
2083.59 782.913
2089.28 770.349
2095.13 756.842
2101.23 743.919
2107.21 732.014
2114.32 718.204
2135.29 657.674
2140.09 643.663
2146.49 628.612
2151.05 612.567
2155.89 598.201
2161.59 580.596
2167.38 563.334
2171.12 549.642
2174.94 535.808
2179.05 522.095
2184.27 505.031
2188.69 488.37
2192.11 474.964
2195.12 461.004
2199.63 445.56
2202.72 431.278
2206.42 416.564
2209.42 401.919
2212.05 387.168
2216.03 370.046
2218.7 356.899
2221.75 340.792
2224.8 323.617
2227.22 309.296
2228.92 296.15
2230.64 283.419
2233.35 270.35
2235.85 250.808
2237.91 231.579
2239.05 220.233
2242.46 189.696
2244.29 172.408
2246.45 154.962
2247.93 135.621
2255. 100.
